game,score,train_time,len_buff
125,651.0,9.5142,163948
126,630.0,9.076,167023
127,483.0,6.9125,169170
128,651.0,9.6436,172422
129,378.0,5.5576,174287
130,630.0,9.2456,177394
131,567.0,6.5155,179535
132,483.0,9.7938,182876
133,588.0,6.9009,185228
134,483.0,6.4082,187307
135,630.0,8.7429,190288
136,630.0,8.177,193084
137,294.0,3.7658,194230
138,378.0,7.2543,196618
139,630.0,11.611,200000
140,399.0,6.7357,200000
141,651.0,10.3562,200000
142,630.0,7.8635,200000
143,399.0,6.3667,200000
144,378.0,7.2003,200000
145,357.0,4.5133,200000
146,357.0,5.0716,200000
147,483.0,7.0834,200000
148,420.0,4.6343,200000
149,441.0,6.5534,200000
150,294.0,3.4738,200000
151,546.0,6.8291,200000
152,651.0,8.1627,200000
153,630.0,10.0135,200000
154,357.0,6.5956,200000
155,546.0,6.3132,200000
156,672.0,9.174,200000
157,399.0,7.5135,200000
158,651.0,8.8014,200000
159,315.0,3.9196,200000
160,651.0,8.4236,200000
161,399.0,4.5734,200000
162,525.0,6.8466,200000
163,546.0,9.4888,200000
164,357.0,5.4693,200000
165,336.0,4.4204,200000
166,252.0,4.4698,200000
167,399.0,6.1681,200000
168,546.0,8.0352,200000
169,273.0,5.6841,200000
170,399.0,7.1378,200000
171,651.0,7.0281,200000
172,672.0,9.1088,200000
173,630.0,7.5351,200000
174,399.0,7.2439,200000
175,441.0,6.3628,200000
176,651.0,11.4233,200000
177,420.0,6.1458,200000
178,651.0,10.2831,200000
179,630.0,8.5904,200000
180,420.0,6.4061,200000
181,420.0,5.9913,200000
182,357.0,7.2806,200000
183,672.0,8.4259,200000
184,567.0,6.3806,200000
185,672.0,8.1174,200000
186,525.0,7.8009,200000
187,357.0,6.1791,200000
188,483.0,8.9728,200000
189,567.0,7.4209,200000
190,651.0,9.9609,200000
191,630.0,8.4267,200000
192,651.0,10.8361,200000
193,378.0,5.4779,200000
194,651.0,9.4215,200000
195,630.0,9.6861,200000
196,357.0,6.5576,200000
197,483.0,9.2545,200000
198,357.0,5.0695,200000
199,567.0,7.2268,200000
200,651.0,8.1263,200000
201,441.0,5.6823,200000
202,420.0,8.2093,200000
203,651.0,11.8352,200000
204,672.0,9.6455,200000
205,609.0,8.9259,200000
206,672.0,9.4541,200000
207,567.0,8.072,200000
208,651.0,7.6529,200000
209,294.0,5.0524,200000
210,672.0,7.9862,200000
211,399.0,6.2379,200000
212,588.0,8.3324,200000
213,399.0,7.151,200000
214,147.0,2.5343,200000
215,651.0,8.2442,200000
216,420.0,5.5414,200000
217,441.0,7.7141,200000
218,630.0,9.4812,200000
219,357.0,5.2797,200000
220,273.0,5.8091,200000
221,420.0,6.3609,200000
222,525.0,8.6248,200000
223,378.0,4.9973,200000
224,651.0,10.2906,200000
225,546.0,9.9258,200000
226,567.0,8.7118,200000
227,504.0,8.5333,200000
228,273.0,4.565,200000
229,630.0,11.3675,200000
230,399.0,4.2436,200000
231,462.0,6.9128,200000
232,546.0,9.4776,200000
233,357.0,7.7885,200000
234,588.0,9.1351,200000
235,420.0,4.7119,200000
236,651.0,9.8387,200000
237,504.0,8.8473,200000
238,651.0,7.6722,200000
239,630.0,9.5943,200000
240,420.0,6.9919,200000
241,525.0,8.3226,200000
242,630.0,8.433,200000
243,147.0,4.0611,200000
244,567.0,10.2075,200000
245,483.0,7.0002,200000
246,630.0,8.8173,200000
247,189.0,3.7029,200000
248,630.0,8.9964,200000
249,189.0,2.4585,200000
250,504.0,7.7069,200000
251,378.0,5.0766,200000
252,609.0,8.8081,200000
253,609.0,10.7131,200000
254,546.0,6.4576,200000
255,672.0,7.4771,200000
256,546.0,6.989,200000
257,420.0,6.2071,200000
258,735.0,9.1465,200000
259,252.0,4.1013,200000
260,546.0,7.245,200000
261,630.0,7.5969,200000
262,630.0,9.8426,200000
263,630.0,10.0903,200000
264,483.0,7.8933,200000
